0x82002FF0	Enable Season Ticket
0x82069AE8	TXT_HELP_RATING_OFFA
0x82069B00	TXT_HELP_RATING_DISC
0x82069B2C	TXT_HELP_RATING_PUCK
0x82069B44	TXT_HELP_RATING_PASS
0x82069B5C	TXT_HELP_RATING_DEKE
0x82069B88	TXT_HELP_RATING_POWER
0x82069BA0	TXT_HELP_RATING_ACCUR
0x82069DB0	TXT_HELP_TRADES_2_BLURB3
0x82069DCC	TXT_HELP_TRADES_2_BLURB2
0x82069DE8	TXT_HELP_TRADES_2_BLURB1
0x82069E04	TXT_HELP_TRADES_2_BLURB0
0x82069E20	TXT_HELP_TRADES_2_SUB
0x82069E38	TXT_HELP_TRADES_1_BLURB3
0x82069E54	TXT_HELP_TRADES_1_BLURB2
0x82069E70	TXT_HELP_TRADES_1_BLURB1
0x82069E8C	TXT_HELP_TRADES_1_BLURB0
0x82069EA8	TXT_HELP_TRADES_1_SUB
0x82069EC0	TXT_HELP_TRADES_0_BLURB3
0x82069EDC	TXT_HELP_TRADES_0_BLURB2
0x82069EF8	TXT_HELP_TRADES_0_BLURB1
0x82069F14	TXT_HELP_TRADES_0_BLURB0
0x82069F30	TXT_HELP_TRADES_0_SUB
0x8206A60C	TXT_HELP_SCOUTING_4_BLURB3
0x8206A628	TXT_HELP_SCOUTING_4_BLURB2
0x8206A644	TXT_HELP_SCOUTING_4_BLURB1
0x8206A660	TXT_HELP_SCOUTING_4_BLURB0
0x8206A67C	TXT_HELP_SCOUTING_4_SUB
0x8206A694	TXT_HELP_SCOUTING_3_BLURB3
0x8206A6B0	TXT_HELP_SCOUTING_3_BLURB2
0x8206A6CC	TXT_HELP_SCOUTING_3_BLURB1
0x8206A6E8	TXT_HELP_SCOUTING_3_BLURB0
0x8206A704	TXT_HELP_SCOUTING_3_SUB
0x8206A71C	TXT_HELP_SCOUTING_2_BLURB3
0x8206A738	TXT_HELP_SCOUTING_2_BLURB2
0x8206A754	TXT_HELP_SCOUTING_2_BLURB1
0x8206A770	TXT_HELP_SCOUTING_2_BLURB0
0x8206A78C	TXT_HELP_SCOUTING_2_SUB
0x8206A7A4	TXT_HELP_SCOUTING_1_BLURB3
0x8206A7C0	TXT_HELP_SCOUTING_1_BLURB2
0x8206A7DC	TXT_HELP_SCOUTING_1_BLURB1
0x8206A7F8	TXT_HELP_SCOUTING_1_BLURB0
0x8206A814	TXT_HELP_SCOUTING_1_SUB
0x8206A82C	TXT_HELP_SCOUTING_0_BLURB3
0x8206A848	TXT_HELP_SCOUTING_0_BLURB2
0x8206A864	TXT_HELP_SCOUTING_0_BLURB1
0x8206A880	TXT_HELP_SCOUTING_0_BLURB0
0x8206A89C	TXT_HELP_SCOUTING_0_SUB
0x8206AF80	TXT_HELP_NEW_TRADE_6_BLURB3
0x8206AF9C	TXT_HELP_NEW_TRADE_6_BLURB2
0x8206AFB8	TXT_HELP_NEW_TRADE_6_BLURB1
0x8206AFD4	TXT_HELP_NEW_TRADE_6_BLURB0
0x8206AFF0	TXT_HELP_NEW_TRADE_6_SUB
0x8206B00C	TXT_HELP_NEW_TRADE_4_BLURB2
0x8206B028	TXT_HELP_NEW_TRADE_4_BLURB1
0x8206B044	TXT_HELP_NEW_TRADE_4_BLURB0
0x8206B060	TXT_HELP_NEW_TRADE_4_SUB
0x8206B07C	TXT_HELP_NEW_TRADE_2_BLURB3
0x8206B098	TXT_HELP_NEW_TRADE_2_BLURB2
0x8206B0B4	TXT_HELP_NEW_TRADE_2_BLURB1
0x8206B0D0	TXT_HELP_NEW_TRADE_2_BLURB0
0x8206B0EC	TXT_HELP_NEW_TRADE_2_SUB
0x8206B108	TXT_HELP_NEW_TRADE_1_BLURB2
0x8206B124	TXT_HELP_NEW_TRADE_1_BLURB1
0x8206B140	TXT_HELP_NEW_TRADE_1_BLURB0
0x8206B15C	TXT_HELP_NEW_TRADE_1_SUB
0x8206B178	TXT_HELP_NEW_TRADE_0_BLURB2
0x8206B194	TXT_HELP_NEW_TRADE_0_BLURB1
0x8206B1B0	TXT_HELP_NEW_TRADE_0_BLURB0
0x8206B1CC	TXT_HELP_NEW_TRADE_0_SUB
0x8206B1E8	TXT_HELP_DYNASTY_2_BLURB2
0x8206B204	TXT_HELP_DYNASTY_2_BLURB1
0x8206B220	TXT_HELP_DYNASTY_2_BLURB0
0x8206B23C	TXT_HELP_DYNASTY_2_SUB
0x8206B254	TXT_HELP_DYNASTY_5_BLURB2
0x8206B270	TXT_HELP_DYNASTY_5_BLURB1
0x8206B28C	TXT_HELP_DYNASTY_5_BLURB0
0x8206B2A8	TXT_HELP_DYNASTY_5_SUB
0x8206B7B4	TXT_HELP_DYNASTY_6_BLURB2
0x8206B7D0	TXT_HELP_DYNASTY_6_BLURB1
0x8206B7EC	TXT_HELP_DYNASTY_6_BLURB0
0x8206B808	TXT_HELP_DYNASTY_6_SUB
0x8206B820	TXT_HELP_DYNASTY_4_BLURB0
0x8206B83C	TXT_HELP_DYNASTY_4_SUB
0x8206B854	TXT_HELP_DYNASTY_3_BLURB1
0x8206B870	TXT_HELP_DYNASTY_3_BLURB0
0x8206B88C	TXT_HELP_DYNASTY_3_SUB
0x8206BFE8	TXT_GM_LINK_TRADE_NEGOTIATE
0x8206C004	GM_TRADE_NEGOTIATIONS
0x8206C0B0	TXT_GM_LINK_CONTRACTS
0x8206C0C8	Contracts
0x8206C0D4	TXT_GM_LINK_SCOUT_ASSIGN
0x8206C0F0	ScoutAssignment
0x8206C118	FreeAgents
0x8206C124	TXT_GM_LINK_TRADE_BLOCK
0x8206C13C	TXT_TRADE_BLOCK
0x8206C14C	TXT_GM_LINK_TRADE_PLAYER
0x8206C168	TradePlayers
0x8206C440	TXT_GM_CONTRACTS_SUMMARY
0x8206C45C	TeamStatsPlayoff
0x8206C470	TeamStatsSeason
0x8206C494	TXT_GM_RECORDS_PLAYOFFS
0x8206C4AC	TXT_GM_RECORDS_ROOKIES
0x8206C4D8	TXT_GM_RECORDS_TRADES
0x8206C5B8	GM_TASKS_CONTRACTS
0x8206C608	GM_TASKS_DRAFTING
0x8206C630	GM_TASKS_PLAYOFFS
0x8206C644	GM_TASKS_STANDINGS
0x8206C658	GM_TASKS_DEVELOP
0x8206C66C	GM_TASKS_SCOUTING
0x8206C784	TXT_GM_CONTRACTS
0x8206D7A0	TXT_SCOUT_TIME_6
0x8206D7B4	TXT_SCOUT_TIME_5
0x8206D7C8	TXT_SCOUT_TIME_4
0x8206D7DC	TXT_SCOUT_TIME_3
0x8206D7F0	TXT_SCOUT_TIME_2
0x8206D804	TXT_SCOUT_TIME_1
0x8206D818	ScoutedGoalies
0x8206D828	ScoutedSkaters
0x8206DBFC	BAP_PRTRK_G_RETIRE_LONG_ROOKIE_STATUS
0x8206DC24	BAP_PRTRK_G_RETIRE_LEGEND_ONE_TEAM
0x8206DCA8	BAP_PRTRK_G_RET_ROOKIE
0x8206DCD8	BAP_PRTRK_RETIRE_LONG_ROOKIE_STATUS
0x8206DCFC	BAP_PRTRK_RETIRE_LEGEND_ONE_TEAM
0x8206DD20	BAP_PRTRK_RETIRE_LEGEND
0x8206DD38	BAP_PRTRK_RETIRE_SUPERSTAR
0x8206DD54	BAP_PRTRK_RETIRE_VETERAN
0x8206DD70	BAP_PRTRK_RETIRE_PRO
0x8206DD88	BAP_PRTRK_RETIRE_ROOKIE
0x8206DDA0	BAP_PRTRK_RETIRE_AMATUER
0x8206DDBC	BAP_PICK_G_RETIRE_LONG
0x8206DDD4	BAP_PICK_G_RETIRE_MED
0x8206DDEC	BAP_PICK_G_RETIRE_SHORT
0x8206DE04	BAP_PICK_PRO_RETIRE_LONG
0x8206DE20	BAP_PICK_PRO_RETIRE_MED
0x8206DE38	BAP_PICK_PRO_RETIRE_SHORT
0x8206DF2C	TXT_BAP_DCE_TRADED3
0x8206DF40	TXT_BAP_DCE_TRADED2
0x8206DF54	TXT_BAP_DCE_TRADED1
0x8206DFC8	TXT_BAP_PUT_ON_TRADE_BLOCK3
0x8206DFE4	TXT_BAP_PUT_ON_TRADE_BLOCK2
0x8206E000	TXT_BAP_PUT_ON_TRADE_BLOCK1
0x8206E01C	TXT_BAP_TRADE_REQUEST_ACCEPTED_BODY3
0x8206E044	TXT_BAP_TRADE_REQUEST_ACCEPTED_BODY2
0x8206E06C	TXT_BAP_TRADE_REQUEST_ACCEPTED_BODY1
0x8206E094	TXT_BAP_TRADE_REQUEST_REVOKED_BODY3
0x8206E0B8	TXT_BAP_TRADE_REQUEST_REVOKED_BODY2
0x8206E0DC	TXT_BAP_TRADE_REQUEST_REVOKED_BODY1
0x8206E100	TXT_BAP_TRADE_REQUEST_DECLINED2_BODY3
0x8206E128	TXT_BAP_TRADE_REQUEST_DELCINED2_BODY2
0x8206E150	TXT_BAP_TRADE_REQUEST_DECLINED2_BODY1
0x8206E178	TXT_BAP_TRADE_REQUEST_DECLINED1_BODY3
0x8206E1A0	TXT_BAP_TRADE_REQUEST_DELCINED1_BODY2
0x8206E1C8	TXT_BAP_TRADE_REQUEST_DECLINED1_BODY1
0x8206E930	TXT_BAP_NHL_PRE_SEASON_XP
0x8206EFF4	TXT_BAP_MEM_CUP_DRAFT_UPDATE_BODY3
0x8206F018	TXT_BAP_MEM_CUP_DRAFT_UPDATE_BODY2
0x8206F03C	TXT_BAP_MEM_CUP_DRAFT_UPDATE_BODY1
0x8206F844	TXT_BAP_ROOKIE_CONTRACT_SUMMARY
0x8206F864	TXT_BAP_ROOKIE_CONTRACT_HEADER
0x8206F884	TXT_BAP_ROOKIE_CONTRACT_BODY3
0x8206F8A4	TXT_BAP_ROOKIE_CONTRACT_BODY2
0x8206F8C4	TXT_BAP_ROOKIE_CONTRACT_BODY1
0x8206F8E4	TXT_BAP_DRAFTED_LATER_BODY3
0x8206F900	TXT_BAP_DRAFTED_LATER_BODY2
0x8206F91C	TXT_BAP_DRAFTED_LATER_BODY1
0x8206F938	TXT_BAP_DRAFTED_MIDDLE_BODY3
0x8206F958	TXT_BAP_DRAFTED_MIDDLE_BODY2
0x8206F978	TXT_BAP_DRAFTED_MIDDLE_BODY1
0x8206F998	TXT_BAP_DRAFTED_LATER_CONTRACT
0x8206F9B8	TXT_BAP_DRAFTED_BY_TEAM_SUMMARY
0x8206F9D8	TXT_BAP_DRAFTED_BY_TEAM_HEADER
0x8206F9F8	TXT_BAP_DRAFTED_BY_TEAM_BODY3
0x8206FA18	TXT_BAP_DRAFTED_BY_TEAM_BODY2
0x8206FA38	TXT_BAP_DRAFTED_BY_TEAM_BODY1
0x8206FC44	TXT_BAP_NEW_YEAR_UNDRAFTED_BODY1
0x8206FDE0	TXT_BAP_MEM_CUP_ELIM_DRAFT_BODY1
0x8206FE24	TXT_BAP_MEM_CUP_WINNER_DRAFT_BODY1
0x82070530	TXT_BAP_SEASON_TROPHY_REASON
0x82070550	TXT_BAP_SEASON_TROPHY_SUMMARY
0x82070570	TXT_BAP_SEASON_TROPHY_HEADER
0x82070728	TXT_BAP_SEASON_STATISTICS_SUMMARY
0x8207074C	TXT_BAP_SEASON_STATISTICS_HEADER
0x82070A84	TXT_BAP_TEAM_MADE_TRADE_REASON
0x82070AA4	TXT_BAP_TEAM_MADE_TRADE_SUMMARY
0x82070AC4	TXT_BAP_TEAM_MADE_TRADE_HEADER
0x82070AE4	TXT_BAP_TEAM_MADE_TRADE_BODY3
0x82070B04	TXT_BAP_TEAM_MADE_TRADE_BODY2
0x82070B24	TXT_BAP_TEAM_MADE_TRADE_BODY1
0x82070C10	TXT_BAP_SEASON_BEEN_TRADED_REASON
0x82070C34	TXT_BAP_SEASON_BEEN_TRADED_SUMMARY
0x82070C58	TXT_BAP_SEASON_BEEN_TRADED_HEADER
0x82070C7C	TXT_BAP_BEEN_TRADED3
0x82070C94	TXT_BAP_BEEN_TRADED2
0x82070CAC	TXT_BAP_BEEN_TRADED1
0x82070FF0	TXT_BAP_SEASON_DOWN_ROSTER_REASON
0x82071014	TXT_BAP_SEASON_DOWN_ROSTER_SUMMARY
0x82071038	TXT_BAP_SEASON_DOWN_ROSTER_HEADER
0x820710A4	TXT_BAP_SEASON_UP_ROSTER_REASON
0x820710C4	TXT_BAP_SEASON_UP_ROSTER_SUMMARY
0x820710E8	TXT_BAP_SEASON_UP_ROSTER_HEADER
0x82071144	TXT_BAP_GOALIE_NOT_PLAY_PLAYOFFS_SUMMARY
0x82071170	TXT_BAP_GOALIE_NOT_PLAY_PLAYOFFS_BODY3
0x82071198	TXT_BAP_GOALIE_NOT_PLAY_PLAYOFFS_BODY2
0x820711C0	TXT_BAP_GOALIE_NOT_PLAY_PLAYOFFS_BODY1
0x820711E8	TXT_BAP_GOALIE_PLAY_PLAYOFFS_SUMMARY
0x82071210	TXT_BAP_GOALIE_PLAY_PLAYOFFS_BODY3
0x82071234	TXT_BAP_GOALIE_PLAY_PLAYOFFS_BODY2
0x82071258	TXT_BAP_GOALIE_PLAY_PLAYOFFS_BODY1
0x82071DEC	TXT_BAP_SEASON_UNLOCK_ROOK3
0x82071E08	TXT_BAP_SEASON_UNLOCK_ROOK2
0x82071E24	TXT_BAP_SEASON_UNLOCK_ROOK1
0x82071E40	TXT_BAP_SEASON_UNLOCK_PRO3
0x82071E5C	TXT_BAP_SEASON_UNLOCK_PRO2
0x82071E78	TXT_BAP_SEASON_UNLOCK_PRO1
0x82071E94	TXT_BAP_SEASON_UNLOCK_VET3
0x82071EB0	TXT_BAP_SEASON_UNLOCK_VET2
0x82071ECC	TXT_BAP_SEASON_UNLOCK_VET1
0x82071EE8	TXT_BAP_SEASON_UNLOCK_REASON
0x82071F08	TXT_BAP_SEASON_UNLOCK_SUMMARY
0x82071F28	TXT_BAP_SEASON_UNLOCK_STAR3
0x82071F44	TXT_BAP_SEASON_UNLOCK_STAR2
0x82071F60	TXT_BAP_SEASON_UNLOCK_STAR1
0x82071F7C	TXT_BAP_SEASON_UNLOCK_HOF_REASON
0x82071FA0	TXT_BAP_SEASON_UNLOCK_HOF_SUMMARY
0x82071FC4	TXT_BAP_SEASON_UNLOCK_HOF3
0x82071FE0	TXT_BAP_SEASON_UNLOCK_HOF2
0x82071FFC	TXT_BAP_SEASON_UNLOCK_HOF1
0x82072B88	TXT_BAP_CHL_UNDRAFTED_MSG3
0x82072BA4	TXT_BAP_CHL_UNDRAFTED_MSG2
0x82072BC0	TXT_BAP_CHL_UNDRAFTED_MSG1
0x82072BDC	TXT_BAP_CHL_UNDRAFTED_SUMMARY
0x82072C74	TXT_BAP_CHL_DRAFT_UPDATE_MEM_CUP_W_4
0x82072C9C	TXT_BAP_CHL_DRAFT_UPDATE_MEM_CUP_W_3
0x82072CC4	TXT_BAP_CHL_DRAFT_UPDATE_MEM_CUP_W_1
0x82072CEC	TXT_BAP_CHL_DRAFT_UPDATE_MEM_CUP_4
0x82072D10	TXT_BAP_CHL_DRAFT_UPDATE_MEM_CUP_3
0x82072D34	TXT_BAP_CHL_DRAFT_MEM_CUP_SUMMARY
0x82072D58	TXT_BAP_CHL_DRAFT_UPDATE_MEM_CUP_1
0x82072D7C	TXT_BAP_CHL_DRAFT_UPDATE_EOP_PLAY_4
0x82072DA0	TXT_BAP_CHL_DRAFT_UPDATE_EOP_PLAY_3
0x82072DC4	TXT_BAP_CHL_DRAFT_UPDATE_EOP_PLAY_1
0x82072DE8	TXT_BAP_CHL_DRAFT_UPDATE_EOP_2ND_4
0x82072E0C	TXT_BAP_CHL_DRAFT_UPDATE_EOP_2ND_3
0x82072E30	TXT_BAP_CHL_DRAFT_UPDATE_EOP_2ND_1
0x82072E54	TXT_BAP_CHL_DRAFT_UPDATE_EOP_MEM_4
0x82072E78	TXT_BAP_CHL_DRAFT_UPDATE_EOP_MEM_3
0x82072E9C	TXT_BAP_CHL_DRAFT_UPDATE_EOP_MEM_1
0x82072EC0	TXT_BAP_CHL_DRAFT_UPDATE_EOP_END_4
0x82072EE4	TXT_BAP_CHL_DRAFT_UPDATE_EOP_END_3
0x82072F08	TXT_BAP_CHL_DRAFT_PLAYOFF_SUMMARY
0x82072F2C	TXT_BAP_CHL_DRAFT_UPDATE_EOP_END_1
0x82072F50	TXT_BAP_CHL_DRAFT_UPDATE_PLAYOFF_4
0x82072F74	TXT_BAP_CHL_DRAFT_UPDATE_PLAYOFF_3
0x82072F98	TXT_BAP_CHL_DRAFT_UPDATE_PLAYOFF_2
0x82072FBC	TXT_BAP_CHL_DRAFT_UPDATE_PLAYOFF_1
0x82072FE0	TXT_BAP_CHL_DRAFT_UPDATE_EOS_MEM_4
0x82073004	TXT_BAP_CHL_DRAFT_UPDATE_EOS_MEM_3
0x82073028	TXT_BAP_CHL_DRAFT_UPDATE_EOS_MEM_2
0x8207304C	TXT_BAP_CHL_DRAFT_UPDATE_EOS_MEM_1
0x82073070	TXT_BAP_CHL_DRAFT_UPDATE_EOS_END_4
0x82073094	TXT_BAP_CHL_DRAFT_UPDATE_EOS_END_3
0x820730B8	TXT_BAP_CHL_DRAFT_UPDATE_EOS_END_2
0x820730DC	TXT_BAP_CHL_DRAFT_LAST_SUMMARY
0x820730FC	TXT_BAP_CHL_DRAFT_UPDATE_EOS_END_1
0x82073120	TXT_BAP_CHL_DRAFT_UPDATE_FINAL_4
0x82073144	TXT_BAP_CHL_DRAFT_UPDATE_FINAL_3
0x82073168	TXT_BAP_CHL_DRAFT_UPDATE_FINAL_2
0x8207318C	TXT_BAP_CHL_DRAFT_UPDATE_FINAL_SUMMARY
0x820731B4	TXT_BAP_CHL_DRAFT_UPDATE_FINAL_1
0x820731D8	TXT_BAP_CHL_DRAFT_UPDATE_WORSE1
0x820731F8	TXT_BAP_CHL_DRAFT_UPDATE_SAME1
0x82073218	TXT_BAP_MEM_CUP_DRAFT_UPDATE_SUMMARY
0x82073240	TXT_BAP_MEM_CUP_DRAFT_UPDATE_HEADER
0x82073264	TXT_BAP_CHL_DRAFT_UPDATE_BETTER1
0x82073288	TXT_BAP_CHL_DRAFT_YEAR_UPDATE1_3
0x820732AC	TXT_BAP_CHL_DRAFT_YEAR_UPDATE1_2
0x82073318	TXT_BAP_CHL_DRAFT_YEAR_UPDATE1_1
0x8207333C	TXT_BAP_CHL_UNDRAFTED_INTRO1
0x8207335C	TXT_BAP_CHL_DRAFT_YEAR_SUMMARY
0x8207339C	TXT_BAP_CHL_DRAFT_YEAR_INTRO1
0x8207373C	White Prospects
0x82073A3C	Scouting For Goals
0x82073AA4	Rookies
0x82073B18	Red Prospects
0x8207BF18	DRAFT
0x8207C1EC	BAPDraftPick
0x8207C23C	Overall_abbr3
0x8207C258	DraftReady
0x8207C278	TXT_MUST_DRAFT_GOALIE
0x8207C2A4	DraftingPlayer
0x8207C2C8	TXT_SCOUT_TIME_SPENT
0x8207C2E0	TXT_SCOUT_TIME_SPENT2
0x8207C370	PushyContractResponse1
0x8207C3B8	ContractOfferTurnDown1
0x8207C3D0	TooManyOutstandingOffers2
0x8207C3EC	TooManyOutstandingOffers1
0x8207C41C	MinContractOfferRejection2
0x8207C438	MinContractOfferRejection
0x8207C523	,TXT_GM_X_CONTRACT
0x8207C538	TXT_GM_STAFF_PRO_SCOUT
0x8207C580	TXT_GM_STAFF_ROOOKIE_SCOUT
0x8207D12C	CTeam::GetDraftTeamIDs
0x8207D144	DraftComplete
0x8207D154	AbortDraftComplete
0x8207D2F0	CDynastyIONAdapter
0x8207D304	freeAgents
0x8207D310	freeAgentsShort
0x8207D584	Contract.%d
0x8207D650	CDraftIonAdapter
0x8207D84C	TXT_BAP_CONTRACT_PRE_AMBLE3
0x8207D868	TXT_BAP_CONTRACT_PRE_AMBLE2
0x8207D884	TXT_BAP_CONTRACT_PRE_AMBLE1
0x8207D8A0	TXT_BAP_CONTRACT_PRE_AMBLE6
0x8207D8BC	TXT_BAP_CONTRACT_PRE_AMBLE5
0x8207D8D8	TXT_BAP_CONTRACT_PRE_AMBLE4
0x8207D8F4	TXT_BAP_CHL_DRAFT_ONE_ROUND_MSG1
0x8207D918	TXT_BAP_CHL_DRAFT_UNDRAFTED_MSG1
0x8207D93C	TXT_BAP_CHL_DRAFT_TWO_ROUND_MSG1
0x8207E060	TXT_BAP_RANK_ROOKIE
0x8207E734	TXT_X_X_SEASON
0x8207E878	TXT_UNDRAFTED
0x8207EA3C	yearDrafted
0x8207EA58	contractType
0x8207EB30	TXT_POTENTIAL_RANGE
0x8207EB44	TXT_POTENTIAL_ACCUR
0x8207F46E	0Hplayoff
0x820801DC	LeagueManager::_GenerateMemorialCupSchedule::teams
0x820803C0	LEAGUE::LeaguePlayoff::LeagueTeamStructure
0x820803F0	LeagueRetiredNumbersReader::mInstance
0x82080418	LEAGUE::LeagueRetiredNumbersReader
0x820804FC	LEAGUE::LeagueMultiGame::LeaguePlayoff
0x820806D0	endDynasty
0x820808E0	UpdateRookiesEndOfYear
0x820808F8	%d/protected/competition/%d/player/rookies/%d/promoterookies
0x82080A6C	League::LeagueManager::mLastYearPlayoffRun
0x82080ADC	DraftablePlayers
0x82080AF8	%d/protected/competition/%d/player/draftable/%d
0x82080DA0	Worth2::InitializeForSeason::allPlayers
0x82080E4C	LEAGUE::LeagueManager::LeagueRookieCreationTask
0x82080F04	LEAGUE::LeaguePlayerInfoReader::mFantasyDraftLocalPlayerID
0x82080F40	LEAGUE::LeaguePlayerInfoReader::mFantasyDraftPlayerInfos
0x82080F7C	LeagueManager::_GenerateSchedule::leagueSchedules
0x82080FB0	LeagueManager::_GenerateLeagueSchedule::numGamesPerLeague
0x82080FEC	LeagueManager::_GenerateLeagueSchedule::ScheduleGameInfo
0x82081028	LeagueManager::_GenerateLeagueSchedule::leaguesInMode
0x820810A8	LEAGUE::LeagueManager::mAvailableFreeAgents
0x820811FC	DraftPickOwnership.%d
0x8208127C	TEAMRATING_OVERALL
0x82081290	TEAMRATING_GOALIE
0x820812A4	TEAMRATING_ATHLETICISM
0x820812BC	TEAMRATING_DEFENSE
0x820812D0	TEAMRATING_OFFENSE
0x820812E4	$ROOKIE_GOALIES
0x820812F4	$ROOKIE_DEFENSEMEN
0x82081308	$ROOKIE_RIGHT_WINGERS
0x82081320	$ROOKIE_LEFT_WINGERS
0x82081338	$ROOKIE_CENTERS
0x82081348	$ROOKIE_FORWARDS
0x8208135C	$ALL_ROOKIE_SKATERS
0x82081C3C	LEAGUELOGIC::RookieDraftBrain
0x82081C84	StaffLogic::mYearlyDraftQuality
0x82081D4C	LEAGUELOGIC::StatsBrain::fantasyDraftTeamList
0x82081DA8	LEAGUELOGIC::RookieFactory
0x82081E08	LEAGUELOGIC::ScheduleBrain::_MaintainMultipleStructurePlayoffs::LeagueTeamStructure
0x82081FA0	StaffLogic::InitializeRookieDraft::mDraftStorage
0x82082054	prospectsbrain::isRookieOnTeam
0x82082074	LeagueLogic::RetiredCache::Instance
0x82082284	SalaryLogic::LeagueContractOffer
0x820822D2	qHLeagueLogic::RookieDraftBrain
0x82082320	gHUT_PrintTeamRatingCalc
0x8208233C	PrintTeamRatingCalcs
0x82082354	HUT/Ratings/
0x8208238C	HUT/Ratings
0x820823B8	HUT/Ratings/Toughness
0x82082944	[PLAYER][PREVIEW][UFA_CONTRACT_RESIGNED]
0x82082970	[PLAYER][NEWS][RETIRES]
0x82082A80	[PLAYER][NEWS][REQUEST_TRADE]
0x82082AA0	[PLAYER][NEWS][AWARDED]
0x82082B48	[PLAYER][NEWS][CONTRACT_REJECTED]
0x82082B6C	[PLAYER][NEWS][CONTRACT_RESIGNED]
0x82082B90	[PLAYER][NEWS][CONTRACT_SIGNED]
0x82082BB0	[PLAYER][NEWS][CONTRACT_OFFERED_ENTRY]
0x82082BD8	[PLAYER][NEWS][CONTRACT_OFFERED_ANOTHER]
0x82082C04	[PLAYER][NEWS][CONTRACT_OFFERED]
0x82082CDC	[PLAYER][NEWS][PUT_ON_THE_TRADE_BLOCK]
0x82082D04	[PLAYER][NEWS][TRADED]
0x82082DC0	[GAME][RECAP][PLAYOFF_GAME]
0x82082F30	[TEAM][RECAP][CLINCHED_PLAYOFFS]
0x82082FDC	[PLAYER][RECAP][1ST_PRESEASON_GAME]
0x82083228	[GAME][PREVIEW][PLAYOFF_MUST_WIN_GAME]
0x82083250	[GAME][PREVIEW][PLAYOFF_DEFICIT_GAME]
0x82083278	[GAME][PREVIEW][PLAYOFF_GAME]
0x82083338	[TEAM][PREVIEW][CHANCE_TO_CLINCH_PLAYOFFS]
0x820833E0	[PLAYER][PREVIEW][1ST_PRESEASON_GAME]
0x82083408	[PLAYER[PREVIEW]][CONTRACT_RESIGNED]
0x82083600	TXT_GM_STAT_HISTORY_MADE_THE_PLAYOFFS
0x82083670	TXT_GM_STAT_HISTORY_GOALIES_DRAFTED
0x82083694	TXT_GM_STAT_HISTORY_DEFENDERS_DRAFTED
0x820836BC	TXT_GM_STAT_HISTORY_WINGERS_DRAFTED
0x820836E0	TXT_GM_STAT_HISTORY_CENTERS_DRAFTED
0x82083704	TXT_GM_STAT_HISTORY_NUM_FRANCHISES_DRAFTED
0x82083730	TXT_GM_STAT_HISTORY_NUM_PLAYERS_DRAFTED
0x82083758	TXT_GM_STAT_HISTORY_BEST_ROOKIE_PCT
0x8208377C	TXT_GM_STAT_HISTORY_NUM_SCOUT_ASSIGNMENTS
0x82083900	TXT_GM_HISTORY_REP_DROP_FROM_TRADE
0x82083924	TXT_GM_HISTORY_REP_BOOSTS_FROM_TRADE
0x8208394C	TXT_GM_HISTORY_MOST_TRADES_IN_YEAR
0x82083970	TXT_GM_STAT_HISTORY_NUM_TRADE_REJECTIONS
0x820839C8	TXT_GM_STAT_HISTORY_NUM_TRADES_MADE
0x82083A10	TXT_GM_STAT_MOST_WINS_IN_SEASON
0x82083A30	TXT_GM_STAT_MOST_SHUTOUTS_IN_SEASON
0x82087B30	LEAGUELOGIC::FreeAgentsBrain::mIsSortedGoalieUsed
0x82087B64	LEAGUELOGIC::FreeAgentsBrain::mIsSortedSkaterUsed
0x82087C04	TXT_GM_LEVEL_ROOKIE
0x82087D44	LEAGUELOGIC::OrgRosterBrain::LeagueRosterDraftPick
0x82087D78	FE::FantasyDraftLogic::FESortPlayer::mAvailablePlayers
0x82087DB7	{FantasyDraftLogic::mInstance
0x82087DD8	FreeAgentsBrain::mSortedFreeAgentGoalies
0x82087E04	FreeAgentsBrain::mSortedFreeAgentSkaters
0x82087E30	FreeAgentsBrain::mSortedFreeAgents
0x82087E54	FreeAgentsBrain::mLocalPlayerID
0x82087E74	FreeAgentsBrain::mFreeAgentsInfo
0x82087E98	FreeAgentsBrain::mFreeAgents
0x82087EB8	LEAGUELOGIC::FreeAgentsBrain::LeagueFreeAgentsWriter
0x82087EF0	LEAGUELOGIC::FreeAgentsBrain::LeagueFreeAgentsReader
0x82088004	TXT_PROPOSE_TRADE
0x8208802C	TXT_TRADE_PHONE_NO_PICK
0x82088044	TXT_TRADE_PHONE_DESC2
0x8208805C	TXT_TRADE_PHONE_DESC1
0x82088074	TXT_TRADE_PHONE_DESC0
0x820880F8	TXT_TRADE_OFFER_WITHDRAWN2
0x82088114	TXT_TRADE_OFFER_WITHDRAWN1
0x82088130	TXT_TRADE_OFFER_WITHDRAWN0
0x820881C4	TXT_GM_END_CONTRACT2
0x820881DC	TXT_GM_END_CONTRACT1
0x820881F4	TXT_GM_END_CONTRACT0
0x82088230	TXT_GM_PLAYOFF_EXP0
0x82088244	TXT_GM_PLAYOFF_EXP1
0x82088270	TXT_GM_PLAYOFF_EXP2
0x82088284	TXT_GM_PLAYOFF_EXP3
0x8208860C	FreeAgentsBrain::mInstance
0x82088680	feclass_gmcontractlogic2
0x8208869C	gmcontractlogic2
0x8208873C	TXT_GM_TASK_CONTRACTS_REBUILDER_TO_CUP
0x82088764	TXT_GM_TASK_CONTRACTS_EARN_OFFERS
